,time,temp,humid,CO2
10,2018-03-09T09:17:39.245Z,3000,2000,50
10,2018-03-09T09:22:26.452Z,3000,2000,50
10,2018-03-09T09:22:43.677Z,3000,2000,50
10,2018-03-09T11:21:59.048Z,2667,4315,517
10,2018-03-09T11:22:16.572Z,2662,4365,117
10,2018-03-09T11:25:34.405Z,2697,4132,0
10,2018-03-09T11:25:51.881Z,2707,4102,0
10,2018-03-09T11:39:05.478Z,2597,4320,0
10,2018-03-09T11:39:23.039Z,2607,4312,0
10,2018-03-09T11:52:49.150Z,2565,4380,0
10,2018-03-09T11:53:06.677Z,2575,4367,0
10,2018-03-09T12:06:33.540Z,2625,4245,0
10,2018-03-09T12:06:51.034Z,2637,4232,0
10,2018-03-09T12:20:18.537Z,2707,4040,0
10,2018-03-09T12:20:36.095Z,2710,4032,0
10,2018-03-09T12:25:37.399Z,2760,4037,0
10,2018-03-09T12:25:54.958Z,2767,4007,0
10,2018-03-09T12:39:20.833Z,2720,3972,0
10,2018-03-09T12:39:38.399Z,2727,3965,0
10,2018-03-09T12:53:06.245Z,2710,4009,0
10,2018-03-09T12:53:23.771Z,2727,3987,0
10,2018-03-09T13:06:54.257Z,2770,3840,0
10,2018-03-09T13:07:11.771Z,2782,3819,0
10,2018-03-09T13:20:41.422Z,2770,3792,0
10,2018-03-09T13:20:58.921Z,2777,3790,0
10,2018-03-09T13:34:26.116Z,2747,3847,0
10,2018-03-09T13:34:43.688Z,2755,3850,0
10,2018-03-09T13:48:12.312Z,2740,3830,0
10,2018-03-09T13:48:29.950Z,2755,3814,0
10,2018-03-09T14:01:59.356Z,2740,3772,0
10,2018-03-09T14:02:16.875Z,2750,3762,0
10,2018-03-09T14:15:46.419Z,2740,3777,0
10,2018-03-09T14:16:03.888Z,2747,3770,0
10,2018-03-10T04:27:33.770Z,2370,4627,0
10,2018-03-10T04:27:51.448Z,2390,4425,0
10,2018-03-10T04:41:29.216Z,2607,4012,0
10,2018-03-10T04:41:46.727Z,2615,3942,0
10,2018-03-10T04:55:16.411Z,2700,3659,0
10,2018-03-10T04:55:34.029Z,2710,3637,0
10,2018-03-10T05:09:03.908Z,2750,3077,0
10,2018-03-10T05:09:21.492Z,2750,3162,0
10,2018-03-10T05:22:49.612Z,2760,3340,0
10,2018-03-10T05:23:07.094Z,2760,3280,0
10,2018-03-10T05:36:32.867Z,2770,3490,0
10,2018-03-10T05:36:50.345Z,2770,3472,0
10,2018-03-10T05:50:17.125Z,2787,3487,0
10,2018-03-10T05:50:34.605Z,2790,3457,0
10,2018-03-10T06:04:04.152Z,2790,3482,0
10,2018-03-10T06:04:21.650Z,2792,3465,0
10,2018-03-10T06:17:51.340Z,2797,3437,0
10,2018-03-10T06:18:08.866Z,2800,3402,0
10,2018-03-10T06:31:35.994Z,2800,3432,0
10,2018-03-10T06:31:53.490Z,2800,3409,0
10,2018-03-10T06:45:28.879Z,2810,3382,0
10,2018-03-10T06:47:36.337Z,2850,3252,0
10,2018-03-10T06:47:54.122Z,2865,3214,0
10,2018-03-10T07:01:10.509Z,2870,3192,0
10,2018-03-10T07:01:28.313Z,2865,3170,0
10,2018-03-10T07:39:03.270Z,2932,2942,0
10,2018-03-10T07:40:10.779Z,2920,2955,0
10,2018-03-10T07:40:28.362Z,2920,2932,0
10,2018-03-10T07:53:46.067Z,2875,2992,0
10,2018-03-10T07:54:03.556Z,2870,2987,0
10,2018-03-10T08:07:29.724Z,2834,3042,0
10,2018-03-10T08:07:47.205Z,2837,3020,0
10,2018-03-10T08:21:22.144Z,2815,3055,0
10,2018-03-10T08:21:39.673Z,2815,3034,0
10,2018-03-10T08:35:04.304Z,2810,3020,0
10,2018-03-10T08:35:21.880Z,2810,2992,0
10,2018-03-11T10:09:05.046Z,2665,2997,0
10,2018-03-11T10:09:23.538Z,2690,3075,0
10,2018-03-11T10:22:43.918Z,2810,2700,0
10,2018-03-11T10:23:01.490Z,2817,2684,0
10,2018-03-11T10:37:20.271Z,2877,2575,0
10,2018-03-11T10:37:37.730Z,2897,2572,0
10,2018-03-11T10:50:59.129Z,2940,2902,0
10,2018-03-11T10:51:16.609Z,2940,2882,0
