,time,temp,humid,CO2
4,2018-03-12T08:59:21.683Z,2830,2740,0
4,2018-03-12T09:05:10.713Z,2760,2882,0
4,2018-03-12T09:05:28.254Z,2765,2862,0
4,2018-03-12T09:18:53.647Z,2792,2880,0
4,2018-03-12T09:19:11.154Z,2800,2890,0
4,2018-03-12T09:32:37.895Z,2810,2730,0
4,2018-03-12T09:32:55.504Z,2817,2730,0
4,2018-03-12T09:46:22.505Z,2822,2600,0
4,2018-03-12T09:46:40.054Z,2827,2600,0
4,2018-03-12T10:00:06.933Z,2847,2532,0
4,2018-03-12T10:00:24.647Z,2855,2530,0
4,2018-03-12T10:13:49.805Z,2850,2645,0
4,2018-03-12T10:14:07.379Z,2850,2650,0
4,2018-03-12T18:26:14.244Z,2647,4267,0
4,2018-03-12T18:26:31.745Z,2662,4175,0
4,2018-03-12T19:29:02.246Z,2895,3467,0
4,2018-03-12T19:29:19.752Z,2867,3459,0
4,2018-03-12T19:36:53.648Z,2750,3972,0
4,2018-03-12T19:37:11.146Z,2750,3875,0
